"지점","지점명","일시","기온(°C)","풍속(m/s)","풍향(16방위)","습도(%)","전운량(10분위)","dangjin"
"129","서산","2018-12-16 10:00","-0.3","0.2","0","66","10","0"
"129","서산","2018-12-16 11:00","1.8","1.5","320","66","9","0"
"129","서산","2018-12-16 12:00","2.8","3.8","340","65","8","0"
"129","서산","2018-12-16 13:00","3","3.5","290","76","8","0"
"129","서산","2018-12-16 14:00","3.3","2.7","290","77","9","0"
"129","서산","2018-12-16 15:00","4.2","3.1","290","76","9","45"
"129","서산","2018-12-16 16:00","3.1","1.8","290","94","10","176"
"129","서산","2018-12-16 17:00","2.7","0.2","0","98","7","232"
"129","서산","2018-12-16 18:00","1.7","0","0","98","7","161"
"129","서산","2018-12-16 19:00","1.2","0.4","0","98","9","141"
"129","서산","2018-12-16 20:00","0.1","0","0","98","1","82"
"129","서산","2018-12-16 21:00","-0.2","0.5","20","98","8","35"
"129","서산","2018-12-16 22:00","-0.5","0","0","98","7","27"
"129","서산","2018-12-16 23:00","-0.7","0","0","98","7","0"
"129","서산","2018-12-17 00:00","-1.4","0.2","0","98","2","0"
"129","서산","2018-12-17 01:00","-1.8","0.4","0","98","8","0"
"129","서산","2018-12-17 02:00","-1.6","0","0","98","10","0"
"129","서산","2018-12-17 03:00","-1.1","0.3","0","98","10","0"
"129","서산","2018-12-17 04:00","0.9","1.1","20","98","9","0"
"129","서산","2018-12-17 05:00","1.7","0.7","50","98","9","0"
"129","서산","2018-12-17 06:00","0.7","0.3","0","98","4","0"
"129","서산","2018-12-17 07:00","2.7","2.1","340","77","0","0"
"129","서산","2018-12-17 08:00","2.1","2.4","340","62","0","0"
"129","서산","2018-12-17 09:00","2.8","1","360","56","0","0"
"129","서산","2018-12-17 10:00","4.5","1.1","360","45","0","0"
"129","서산","2018-12-17 11:00","5.4","2.8","340","38","0","0"
"129","서산","2018-12-17 12:00","6.3","3.2","340","40","0","0"
"129","서산","2018-12-17 13:00","7","2.4","320","42","0","0"
"129","서산","2018-12-17 14:00","6.4","4.3","340","47","6","77"
"129","서산","2018-12-17 15:00","7.2","3.9","290","50","6","266"
"129","서산","2018-12-17 16:00","5.3","3.6","250","68","7","440"
"129","서산","2018-12-17 17:00","4.7","1.4","70","71","6","553"
"129","서산","2018-12-17 18:00","5.1","3","340","55","6","607"
"129","서산","2018-12-17 19:00","4.3","2.4","340","56","4","497"
"129","서산","2018-12-17 20:00","4.1","2.1","340","57","6","411"
"129","서산","2018-12-17 21:00","3.4","1.9","320","54","6","219"
"129","서산","2018-12-17 22:00","2.9","2.5","320","53","0","33"
"129","서산","2018-12-17 23:00","2.2","1.6","340","53","6","0"
"129","서산","2018-12-18 00:00","0.9","0.5","290","60","2","0"
"129","서산","2018-12-18 01:00","-1.5","0.3","0","75","0","0"
"129","서산","2018-12-18 02:00","-2.4","0.6","50","81","0","0"
"129","서산","2018-12-18 03:00","-2","0.3","0","84","9","0"
"129","서산","2018-12-18 04:00","-1.8","1","20","83","7","0"
"129","서산","2018-12-18 05:00","-2.9","0.4","0","87","8","0"
"129","서산","2018-12-18 06:00","-3.6","0.3","0","89","3","0"
"129","서산","2018-12-18 07:00","-3","0.1","0","88","4","0"
"129","서산","2018-12-18 08:00","-3.3","0.2","0","92","6","0"
"129","서산","2018-12-18 09:00","-1.4","0.6","20","88","9","0"
"129","서산","2018-12-18 10:00","0.3","0.1","0","79","8","0"
"129","서산","2018-12-18 11:00","4.4","0.1","0","68","6","0"
"129","서산","2018-12-18 12:00","6.2","1.6","320","58","8","0"
"129","서산","2018-12-18 13:00","7.6","2.7","320","57","8","0"
"129","서산","2018-12-18 14:00","7.6","3.5","320","51","5","11"
"129","서산","2018-12-18 15:00","8.7","3.7","320","39","2","218"
"129","서산","2018-12-18 16:00","8.3","3","320","42","0","396"
"129","서산","2018-12-18 17:00","6.3","2","290","53","0","394"
"129","서산","2018-12-18 18:00","5.3","1.4","20","59","4","563"
"129","서산","2018-12-18 19:00","4.8","1.4","270","65","7","578"
"129","서산","2018-12-18 20:00","5.4","2","340","64","3","548"
"129","서산","2018-12-18 21:00","4.1","0.7","290","69","0","208"
"129","서산","2018-12-18 22:00","3","0.7","340","75","0","31"
"129","서산","2018-12-18 23:00","3.3","0.7","290","73","0","0"
"129","서산","2018-12-19 00:00","2.8","1.3","290","77","0","0"
"129","서산","2018-12-19 01:00","0.4","0.3","0","88","0","0"
"129","서산","2018-12-19 02:00","0.9","0.4","0","90","8","0"
"129","서산","2018-12-19 03:00","0.5","0.3","0","94","4","0"
"129","서산","2018-12-19 04:00","0.4","0.5","70","95","10","0"
"129","서산","2018-12-19 05:00","0.5","0.4","0","97","3","0"
"129","서산","2018-12-19 06:00","2.4","0.6","320","97","6","0"
"129","서산","2018-12-19 07:00","2.5","0.6","250","91","6","0"
"129","서산","2018-12-19 08:00","0.7","0.8","320","97","5","0"
"129","서산","2018-12-19 09:00","1.4","0.2","0","98","1","0"
"129","서산","2018-12-19 10:00","4.6","0.1","0","93","0","0"
"129","서산","2018-12-19 11:00","8.1","0.6","320","64","0","0"
"129","서산","2018-12-19 12:00","9.2","1.7","320","50","0","0"
"129","서산","2018-12-19 13:00","10.3","2.3","320","47","0","0"
"129","서산","2018-12-19 14:00","10.3","2.4","340","45","0","35"
"129","서산","2018-12-19 15:00","10.5","2.9","320","45","1","223"
"129","서산","2018-12-19 16:00","9.8","2","320","50","6","417"
"129","서산","2018-12-19 17:00","6.9","1.3","50","59","2","521"
"129","서산","2018-12-19 18:00","5.7","0.8","20","65","5","554"
"129","서산","2018-12-19 19:00","2.8","1.5","20","76","6","574"
"129","서산","2018-12-19 20:00","1.9","0.8","20","86","9","458"
"129","서산","2018-12-19 21:00","3.3","1.2","20","78","8","186"
"129","서산","2018-12-19 22:00","3.3","1.1","20","76","10","46"
"129","서산","2018-12-19 23:00","3.5","0.8","360","70","10","0"
"129","서산","2018-12-20 00:00","3.2","1.3","20","68","10","0"
"129","서산","2018-12-20 01:00","3","1.3","20","65","10","0"
"129","서산","2018-12-20 02:00","2.7","1.5","20","67","10","0"
"129","서산","2018-12-20 03:00","2.6","0.8","20","67","10","0"
"129","서산","2018-12-20 04:00","2.7","1.1","20","57","10","0"
"129","서산","2018-12-20 05:00","2.3","0.5","20","57","10","0"
"129","서산","2018-12-20 06:00","0.5","0.5","20","70","10","0"
"129","서산","2018-12-20 07:00","-0.2","0.9","20","71","10","0"
"129","서산","2018-12-20 08:00","1.4","0.5","20","62","10","0"
"129","서산","2018-12-20 09:00","1.7","1","20","69","9","0"
"129","서산","2018-12-20 10:00","3.3","1.7","20","66","7","0"
"129","서산","2018-12-20 11:00","6.5","2.3","20","47","7","0"
"129","서산","2018-12-20 12:00","6.9","1.9","20","38","8","0"
"129","서산","2018-12-20 13:00","8.4","2.2","20","29","5","0"
"129","서산","2018-12-20 14:00","9.4","2.6","20","26","0","25"
"129","서산","2018-12-20 15:00","9.8","2.4","20","24","0","127"
"129","서산","2018-12-20 16:00","9.5","1.7","50","24","0","246"
"129","서산","2018-12-20 17:00","7.9","1.5","20","29","0","438"
"129","서산","2018-12-20 18:00","5.6","0.9","20","33","0","580"
"129","서산","2018-12-20 19:00","3.4","1.5","20","44","0","608"
"129","서산","2018-12-20 20:00","2.9","1.1","50","50","0","523"
"129","서산","2018-12-20 21:00","1.6","1.1","20","61","0","257"
"129","서산","2018-12-20 22:00","1.8","1.3","20","62","0","44"
"129","서산","2018-12-20 23:00","1.7","1","20","62","0","0"
"129","서산","2018-12-21 00:00","2.3","1.6","20","56","0","0"
"129","서산","2018-12-21 01:00","2.1","1.7","20","53","0","0"
"129","서산","2018-12-21 02:00","-1.9","0.1","0","73","0","0"
"129","서산","2018-12-21 03:00","-1","1","20","66","7","0"
"129","서산","2018-12-21 04:00","-1","0.6","20","67","9","0"
"129","서산","2018-12-21 05:00","-2.3","0.8","20","72","0","0"
"129","서산","2018-12-21 06:00","-0.2","1.7","20","61","0","0"
"129","서산","2018-12-21 07:00","-0.4","1.5","20","62","5","0"
"129","서산","2018-12-21 08:00","-1.8","0.4","0","73","9","0"
"129","서산","2018-12-21 09:00","0.4","0","0","69","8","0"
"129","서산","2018-12-21 10:00","4.7","0.4","0","55","8","0"
"129","서산","2018-12-21 11:00","7.5","1","20","41","6","0"
"129","서산","2018-12-21 12:00","9.5","0.5","20","35","10","0"
"129","서산","2018-12-21 13:00","10.5","1.6","70","35","10","0"
"129","서산","2018-12-21 14:00","10.6","1.4","320","34","10","65"
"129","서산","2018-12-21 15:00","10.7","1.2","320","29","9","224"
"129","서산","2018-12-21 16:00","10.3","1","320","40","10","384"
"129","서산","2018-12-21 17:00","9.1","0.2","0","48","9","392"
"129","서산","2018-12-21 18:00","9.1","1","20","38","9","277"
"129","서산","2018-12-21 19:00","8.5","1.6","70","40","9","100"
"129","서산","2018-12-21 20:00","6.2","0.6","20","50","0","53"
"129","서산","2018-12-21 21:00","5.8","0.9","20","53","7","21"
"129","서산","2018-12-21 22:00","3.7","0.3","0","65","10","2"
"129","서산","2018-12-21 23:00","2.5","0.1","0","68","10","0"
"129","서산","2018-12-22 00:00","3.7","1.4","20","70","9","0"
"129","서산","2018-12-22 01:00","3.6","0.3","0","70","9","0"
"129","서산","2018-12-22 02:00","5.5","1.8","20","69","9","0"
"129","서산","2018-12-22 03:00","5.4","1","50","68","10","0"
"129","서산","2018-12-22 04:00","5.4","0.6","360","71","9","0"
"129","서산","2018-12-22 05:00","5.5","0.7","20","66","7","0"
"129","서산","2018-12-22 06:00","5.2","1.2","20","66","8","0"
"129","서산","2018-12-22 07:00","4.5","1.5","20","67","1","0"
"129","서산","2018-12-22 08:00","2.8","1","50","75","0","0"
"129","서산","2018-12-22 09:00","3.7","0.8","50","76","0","0"
"129","서산","2018-12-22 10:00","7.4","1.5","20","62","0","0"
"129","서산","2018-12-22 11:00","8.8","2.2","360","58","0","0"
"129","서산","2018-12-22 12:00","10.1","1.2","360","57","0","0"
"129","서산","2018-12-22 13:00","10.9","1.4","340","51","3","0"
"129","서산","2018-12-22 14:00","11.5","1.1","340","42","1","35"
"129","서산","2018-12-22 15:00","11.4","1.8","340","44","1","197"
"129","서산","2018-12-22 16:00","8.9","3.4","360","61","8","397"
"129","서산","2018-12-22 17:00","7.1","3","360","78","4","513"
"129","서산","2018-12-22 18:00","6.7","1","360","81","9","596"
"129","서산","2018-12-22 19:00","6.3","1.2","20","80","1","574"
"129","서산","2018-12-22 20:00","5.5","1.1","20","84","10","519"
"129","서산","2018-12-22 21:00","5.2","0.8","20","81","10","173"
"129","서산","2018-12-22 22:00","4.8","0.3","0","83","9","32"
"129","서산","2018-12-22 23:00","5.1","1","50","76","10","0"
"129","서산","2018-12-23 00:00","4","0.3","0","87","10","0"
"129","서산","2018-12-23 01:00","3.8","0","0","88","3","0"
"129","서산","2018-12-23 02:00","3.6","0","0","89","10","0"
"129","서산","2018-12-23 03:00","5.3","1.9","340","69","10","0"
"129","서산","2018-12-23 04:00","4.2","0.8","20","77","10","0"
"129","서산","2018-12-23 05:00","4.8","1.3","340","66","10","0"
"129","서산","2018-12-23 06:00","5.2","0.9","360","57","6","0"
"129","서산","2018-12-23 07:00","1.8","0","0","73","6","0"
"129","서산","2018-12-23 08:00","0.9","0.5","70","76","1","0"
"129","서산","2018-12-23 09:00","3.6","0.7","50","70","3","0"
"129","서산","2018-12-23 10:00","6.9","3.6","360","49","3","0"
"129","서산","2018-12-23 11:00","7.5","4.5","340","44","1","0"
"129","서산","2018-12-23 12:00","7.7","4.2","360","39","3","0"
"129","서산","2018-12-23 13:00","7.9","4.4","340","36","1","0"
"129","서산","2018-12-23 14:00","7.7","4.8","360","31","2","65"
"129","서산","2018-12-23 15:00","6.8","4.3","360","28","0","268"
"129","서산","2018-12-23 16:00","5.8","5.3","340","42","0","453"
"129","서산","2018-12-23 17:00","4.9","3.9","340","42","0","578"
"129","서산","2018-12-23 18:00","3.6","3.9","340","44","0","640"
"129","서산","2018-12-23 19:00","2.9","4","340","55","0","632"
"129","서산","2018-12-23 20:00","1.5","5.1","340","48","0","537"
"129","서산","2018-12-23 21:00","0.8","2.8","360","52","0","262"
"129","서산","2018-12-23 22:00","-0.2","1","360","53","0","46"
"129","서산","2018-12-23 23:00","-0.8","1.5","360","58","0","0"
"129","서산","2018-12-24 00:00","-0.9","2.3","340","56","0","0"
"129","서산","2018-12-24 01:00","-1.3","1.4","360","58","0","0"
"129","서산","2018-12-24 02:00","-2","1.2","360","62","0","0"
"129","서산","2018-12-24 03:00","-3.1","1.3","20","69","0","0"
"129","서산","2018-12-24 04:00","-2.2","1.4","20","63","0","0"
"129","서산","2018-12-24 05:00","-4.9","0.7","50","81","0","0"
"129","서산","2018-12-24 06:00","-5.1","0.2","0","84","0","0"
"129","서산","2018-12-24 07:00","-5.1","0.2","0","85","7","0"
"129","서산","2018-12-24 08:00","-4","0.3","0","83","4","0"
"129","서산","2018-12-24 09:00","-2.5","0.7","20","75","4","0"
"129","서산","2018-12-24 10:00","0.2","1.8","50","63","5","0"
"129","서산","2018-12-24 11:00","1.9","3.6","340","51","1","0"
"129","서산","2018-12-24 12:00","2.3","3.3","360","43","0","0"
"129","서산","2018-12-24 13:00","2.4","2.4","340","43","2","0"
"129","서산","2018-12-24 14:00","3.2","3.3","340","45","1","12"
"129","서산","2018-12-24 15:00","2.6","3.4","340","41","4","123"
"129","서산","2018-12-24 16:00","2.3","2.3","340","40","4","328"
"129","서산","2018-12-24 17:00","1","2.3","340","47","3","555"
"129","서산","2018-12-24 18:00","-1","0.2","0","57","7","705"
"129","서산","2018-12-24 19:00","-2.5","0.8","50","63","0","704"
"129","서산","2018-12-24 20:00","-3.4","1.2","50","69","0","629"
"129","서산","2018-12-24 21:00","-3.8","1.4","50","72","0","322"
"129","서산","2018-12-24 22:00","-4.8","0.5","20","77","0","42"
"129","서산","2018-12-24 23:00","-5.5","0.2","0","83","0","0"
"129","서산","2018-12-25 00:00","-5.9","0.3","0","83","0","0"
"129","서산","2018-12-25 01:00","-6.7","0.2","0","85","0","0"
"129","서산","2018-12-25 02:00","-6.3","1.3","50","85","6","0"
"129","서산","2018-12-25 03:00","-5.5","0.9","360","85","7","0"
"129","서산","2018-12-25 04:00","-5.8","0.1","0","88","0","0"
"129","서산","2018-12-25 05:00","-6","0.4","0","85","4","0"
"129","서산","2018-12-25 06:00","-6","0.4","0","86","8","0"
"129","서산","2018-12-25 07:00","-6","0.2","0","88","8","0"
"129","서산","2018-12-25 08:00","-5.2","0.1","0","88","10","0"
"129","서산","2018-12-25 09:00","-3.3","0.1","0","87","10","0"
"129","서산","2018-12-25 10:00","-1.2","0.1","0","73","10","0"
"129","서산","2018-12-25 11:00","0.1","0.5","320","71","10","0"
"129","서산","2018-12-25 12:00","2","1","270","69","9","0"
"129","서산","2018-12-25 13:00","3.8","2.9","290","59","9","0"
"129","서산","2018-12-25 14:00","4.2","2.7","320","63","10","9"
"129","서산","2018-12-25 15:00","4.9","2.1","270","63","10","91"
"129","서산","2018-12-25 16:00","4.3","2","320","65","10","125"
"129","서산","2018-12-25 17:00","3.9","1.7","360","68","10","228"
"129","서산","2018-12-25 18:00","3.7","1.9","290","69","10","158"
"129","서산","2018-12-25 19:00","3.1","0.5","290","75","10","44"
"129","서산","2018-12-25 20:00","3.6","1.2","20","72","9","49"
"129","서산","2018-12-25 21:00","4","1.4","290","70","10","4"
"129","서산","2018-12-25 22:00","3.4","1.2","320","79","10","0"
"129","서산","2018-12-25 23:00","2","0.6","340","93","9","0"
"129","서산","2018-12-26 00:00","1.4","0.2","0","96","10","0"
"129","서산","2018-12-26 01:00","1.3","0.3","0","96","10","0"
"129","서산","2018-12-26 02:00","1.7","0.6","360","96","10","0"
"129","서산","2018-12-26 03:00","3.5","0.9","20","86","10","0"
"129","서산","2018-12-26 04:00","3.6","2.6","360","73","9","0"
"129","서산","2018-12-26 05:00","2.2","3.3","360","63","9","0"
"129","서산","2018-12-26 06:00","1.3","1.9","20","60","7","0"
"129","서산","2018-12-26 07:00","0.8","1.8","20","55","6","0"
"129","서산","2018-12-26 08:00","0.1","2","360","62","6","0"
"129","서산","2018-12-26 09:00","0.8","1.8","360","57","0","0"
"129","서산","2018-12-26 10:00","2.1","2.3","360","52","0","0"
"129","서산","2018-12-26 11:00","2.2","3.8","360","33","0","0"
"129","서산","2018-12-26 12:00","2.5","3.2","360","29","0","0"
"129","서산","2018-12-26 13:00","2.6","3.3","360","26","0","0"
"129","서산","2018-12-26 14:00","1.6","4.5","360","28","0","62"
"129","서산","2018-12-26 15:00","0.9","4.4","360","35","3","296"
"129","서산","2018-12-26 16:00","0","4.1","360","34","1","496"
"129","서산","2018-12-26 17:00","-0.9","3.1","360","38","4","640"
"129","서산","2018-12-26 18:00","-1.2","3.7","360","39","8","706"
"129","서산","2018-12-26 19:00","-1","3.2","360","36","10","691"
"129","서산","2018-12-26 20:00","-1.1","1.8","360","38","10","591"
"129","서산","2018-12-26 21:00","-1.2","2.7","340","41","10","320"
"129","서산","2018-12-26 22:00","-1.5","2.4","340","47","10","44"
"129","서산","2018-12-26 23:00","-2.4","4.8","360","51","10","0"
"129","서산","2018-12-27 00:00","-3","3.3","360","56","9","0"
"129","서산","2018-12-27 01:00","-3.7","2.8","360","57","8","0"
"129","서산","2018-12-27 02:00","-4.7","4.6","360","62","8","0"
"129","서산","2018-12-27 03:00","-5.4","3.7","360","62","2","0"
"129","서산","2018-12-27 04:00","-5.8","4","360","52","5","0"
"129","서산","2018-12-27 05:00","-5.9","4.2","360","40","0","0"
"129","서산","2018-12-27 06:00","-6.5","5.1","360","38","0","0"
"129","서산","2018-12-27 07:00","-7","4.9","360","39","0","0"
"129","서산","2018-12-27 08:00","-7.4","4.9","360","36","0","0"
"129","서산","2018-12-27 09:00","-6.8","3.9","360","42","0","0"
"129","서산","2018-12-27 10:00","-6.4","5","360","34","0","0"
"129","서산","2018-12-27 11:00","-5.5","4.7","340","39","1","0"
"129","서산","2018-12-27 12:00","-5.5","5.8","340","40","1","0"
"129","서산","2018-12-27 13:00","-5.5","5.8","360","40","3","0"
"129","서산","2018-12-27 14:00","-5.1","4.3","360","43","3","99"
"129","서산","2018-12-27 15:00","-4.6","5.3","360","42","3","326"
"129","서산","2018-12-27 16:00","-4.9","4.4","340","43","4","444"
"129","서산","2018-12-27 17:00","-6.1","4.2","340","46","4","650"
"129","서산","2018-12-27 18:00","-6.8","3","340","51","4","630"
"129","서산","2018-12-27 19:00","-7.1","3.4","340","50","0","642"
"129","서산","2018-12-27 20:00","-7","3.4","340","52","0","625"
"129","서산","2018-12-27 21:00","-6.6","4.8","340","52","7","313"
"129","서산","2018-12-27 22:00","-6.6","2.2","360","63","10","61"
"129","서산","2018-12-27 23:00","-6.9","3.8","360","59","10","0"
"129","서산","2018-12-28 00:00","-7.1","4.9","360","57","10","0"
"129","서산","2018-12-28 01:00","-7.3","3.7","340","58","10","0"
"129","서산","2018-12-28 02:00","-7.4","3.6","340","64","10","0"
